,Word,Count
51146,seafloor,1
51145,seafaring,1
51144,seafarers,1
51142,seach,1
51141,seabra,1
51139,seaboad,1
51136,seabird,1
51135,seabed,1
13854,consenting,1
13880,consipracy,1
51130,sdp,1
13855,consents,1
51128,sdn,1
51126,sdks,1
51124,sdio,1
13859,consequently,1
51119,sdca,1
13879,consigns,1
51117,sday,1
13292,commision,1
13291,commish,1
51540,seperate,1
12863,coater,1
51947,sharpies,1
12816,cnb,1
12822,cng,1
12825,cno,1
12826,cnooc,1
12828,cns,1
12829,cnsnews,1
12830,cnxt,1
12831,cny,1
12832,cny16,1
12839,coachload,1
12840,coad,1
12841,coagulation,1
51931,sharkskin,1
12844,coale,1
12845,coalfield,1
51927,sharipovthe,1
51926,sharipovalso,1
12849,coals,1
51922,shariaa,1
51920,shari,1
12814,cn400,1
51950,sharqia,1
12810,cmrc,1
51973,shavlik,1
51987,she1,1
51985,shbak,1
12782,clusterlike,1
51981,shawqi,1
51980,shawntinice,1
51978,shawne,1
12787,clutches,1
51976,shawl,1
51975,shawguides,1
12793,cluver,1
51953,shastri,1
51969,shaven,1
12799,cmass,1
12800,cmbss,1
51964,shauket,1
12802,cmcc,1
51962,shaujaat,1
12805,cmdr,1
12809,cmputer,1
51955,shatili,1
12856,coasters,1
12868,coauthor,1
12773,clump,1
12871,coaxed,1
12900,cockerel,1
12901,cockerill,1
51876,shanks,1
12902,cockfights,1
51873,shankari,1
12904,cockiness,1
51871,shanika,1
12905,cockler,1
51868,shangfang,1
12910,cocky,1
12913,coconut,1
51864,shanda,1
51861,shamsuddin,1
51859,shamrock,1
51858,shampooing,1
12915,cocoon,1
51856,shammari,1
51853,shaming,1
51852,shamilbasayev,1
12918,coddle,1
51850,shames,1
51880,shansby,1
51881,shantanu,1
51882,shanters,1
12881,cobblestoned,1
51912,sharem,1
12872,coaxes,1
12873,coaxial,1
12874,coaxing,1
12875,coba,1
51906,sharedcontent,1
12876,cobain,1
51904,sharebrokers,1
51903,sharebroker,1
51900,sharba,1
12898,cochrane,1
51897,sharan,1
51895,shara,1
12884,cobh,1
12890,cobwebs,1
12891,coby,1
51890,shapeshipone,1
12894,cocaptain,1
12895,cochetti,1
51885,shao,1
12774,clumps,1
12772,cluley,1
12920,coddles,1
12663,clinically,1
12612,clichd,1
12615,clichis,1
12620,clickety,1
12621,clickfire,1
12624,clickwrap,1
52092,shib,1
12640,climatology,1
52088,shhite,1
52087,shhhhhh,1
52086,shhh,1
12642,climaxed,1
52084,shewas,1
52083,shevles,1
52082,shevchenkos,1
52080,shevardnadze,1
52079,sheva,1
52078,shetty,1
12650,climes,1
12656,cline,1
52074,sherwell,1
52071,sherri,1
52108,shifty,1
52109,shiga,1
12611,clich,1
52125,shills,1
12586,cleaves,1
12587,cleland,1
52136,shinawatras,1
12594,clemsons,1
12596,clendon,1
52130,shimmer,1
52129,shimla,1
52128,shimbus,1
52126,shilpa,1
52124,shillong,1
52111,shigeyoshi,1
52123,shillito,1
52122,shilling,1
12598,clentzos,1
52120,shikotan,1
52118,shikma,1
52117,shikha,1
12608,cleverness,1
12609,clf,1
12610,cli,1
52070,sherpur,1
12664,clinicians,1
51993,sheathed,1
52066,shermag,1
52018,shek,1
52017,shejaya,1
12750,clover,1
52015,sheiks,1
52014,sheikhdoms,1
12751,clovis,1
52011,sheigh,1
12755,clsico,1
52009,sheff,1
12756,clsicos,1
52006,sheesh,1
52005,sheerin,1
52004,sheeran,1
52002,sheepish,1
12761,clube,1
12763,clubmates,1
12764,clubpresident,1
12767,clucking,1
12770,cluelessness,1
51995,sheberghan,1
51994,sheba,1
52020,shelby,1
12747,clougherty,1
12741,cloudmark,1
12685,cll,1
12666,clinique,1
52061,sheree,1
52060,sherborn,1
12668,clinking,1
12669,clinkscales,1
12672,clintonistas,1
12674,clio,1
12676,clipboard,1
12680,clipping,1
52049,shenyang,1
52026,shellac,1
12686,clmv,1
52046,shenandoah,1
52045,shen,1
12693,clobbers,1
12708,clooney,1
52035,shelly,1
12720,closeted,1
12730,clotheshorses,1
12735,clotted,1
51849,shamelessly,1
12923,codeand,1
13290,commiseration,1
51610,serum,1
13172,combativeness,1
13173,combats,1
51635,sesaon,1
13178,combinationwas,1
13184,combivir,1
51632,servitude,1
13187,combust,1
13188,combuster,1
51626,servicemaster,1
13194,comdial,1
51624,serviced,1
51623,servicebuilder,1
13195,comdirect,1
13197,comeau,1
13200,comed,1
51619,servette,1
13203,comedic,1
13204,comedienne,1
51616,serverfirewall,1
13208,comedycentral,1
13209,comeplte,1
13166,comback,1
13163,comaneci,1
51641,seta,1
13123,colonoscopies,1
13118,colonist,1
51673,sevania,1
13120,colonization,1
13121,colonize,1
51669,seu,1
51668,setups,1
51666,setts,1
51665,settore,1
51664,setto,1
13124,colonoscopy,1
13152,columbine,1
13132,colorfully,1
13134,colorless,1
13137,colosseum,1
13144,colsa,1
51653,settin,1
13146,coltrane,1
51650,settelment,1
51649,settelen,1
13150,columbiain,1
13210,comer,1
51608,seroxat,1
51677,sevenlawsuits,1
51607,seroux,1
51573,seremban,1
51572,sereif,1
51570,serbians,1
13257,commen,1
51566,serai,1
51564,ser,1
51562,sequined,1
51561,sequestration,1
51560,sequestered,1
51559,sequester,1
13263,commend,1
13264,commendations,1
51555,sequences,1
13266,commensurate,1
13277,commercialise,1
51551,sequelenters,1
51549,sequea,1
51547,septuagenarian,1
13285,commercio,1
13288,commiserate,1
13289,commiserating,1
51575,serendipitous,1
51576,serendipity,1
13252,commemorates,1
13229,comically,1
51606,serota,1
13212,comers,1
51603,seromba,1
13217,comex,1
13224,comfortingly,1
51597,serio,1
51596,serinelli,1
13226,comfy,1
13228,comical,1
13231,comin,1
51578,serenity,1
13234,comiskey,1
51589,serguei,1
51588,sergiy,1
13235,comity,1
13236,comma,1
51585,serghei,1
13240,commandeer,1
51582,sergeants,1
13245,commandment,1
13117,colonising,1
13112,colonels,1
12928,codejack,1
51770,shackin,1
12962,coffman,1
51804,shaibany,1
51803,shaibah,1
12963,cofounded,1
51800,shahin,1
12965,cofounders,1
12968,coghlan,1
51795,shahar,1
12974,cognoscenti,1
51792,shaggy,1
51791,shagged,1
51790,shagari,1
12975,cogs,1
12976,cogswell,1
51786,shadu,1
51785,shadrin,1
51783,shadowspar,1
51777,shader,1
12992,coincidental,1
51774,shacks,1
51773,shackling,1
51807,shak,1
12954,cofer,1
12953,coexisting,1
12939,codified,1
12929,codemeisters,1
12931,coder,1
51839,shalrie,1
12932,coderank,1
12933,coderman,1
12936,codeveloping,1
51834,shalgham,1
51833,shalala,1
51832,shalal,1
51828,shaktar,1
51814,shaker,1
51827,shakoor,1
51824,shakhtinskaya,1
12944,coed,1
51822,shakh,1
12945,coerce,1
51820,shakesperian,1
51819,shakespeares,1
51818,shakespearean,1
12950,coex,1
12996,coining,1
12998,coinstar,1
13108,colombias,1
51765,shaban,1
13067,colledge,1
51715,sexto,1
51713,sexologist,1
51710,sexier,1
13072,collegetown,1
13073,collegeville,1
51707,sewvice,1
13074,collegial,1
13075,collegian,1
13076,collegians,1
13078,colleseum,1
13088,collin,1
13091,collinsville,1
51692,severina,1
51691,severiano,1
51690,severest,1
13094,colloquially,1
13097,collum,1
13099,collymore,1
13100,colman,1
13104,cologny,1
13063,collectives,1
51720,sexuallyexplicit,1
51724,seyes,1
51743,sful,1
51764,shabalkin,1
51763,shabak,1
13006,colada,1
51761,shaat,1
51758,sha1,1
51757,sh901ic,1
13010,colbert,1
13017,colds,1
51749,sgot,1
51742,sfugitive,1
13041,collabrate,1
51741,sfr622,1
51740,sfr264,1
51737,sfordevansville,1
51736,sfor,1
51734,sfence,1
13028,colitt,1
51732,sfc,1
13030,collab,1
51726,seyyed,1
14182,coober,1
50914,scor,1
15412,cverdec1,1
50143,salient,1
50138,salesover,1
15002,cromme,1
15005,cronies,1
15006,cronin,1
15007,cronkite,1
50132,salerno,1
15008,cronyism,1
15013,crooned,1
50128,salceda,1
15016,cropley,1
15019,cropper,1
50123,salameh,1
50122,salamanders,1
50119,salah,1
50118,salafist,1
50117,salads,1
50116,salado,1
15023,crores,1
15025,crosbys,1
15026,croscup,1
15027,crosed,1
50140,salesperson,1
50144,salieri,1
50913,scopo,1
50146,salihamidzic,1
50177,salons,1
14954,cristobal,1
50174,salom,1
50173,salo,1
14955,cristodero,1
14956,critcized,1
50168,salmiya,1
50167,salmans,1
14977,critters,1
14978,crlo,1
50163,salleh,1
14981,croaked,1
50161,sallasvegassun,1
14983,croaking,1
14991,crock,1
50155,salisberys,1
50154,salis,1
14993,crockett,1
14997,croft,1
14998,crofton,1
50148,salikhov,1
50110,saksena,1
50106,sakho,1
15031,crossbones,1
15032,crossbreeding,1
50071,saidthursday,1
50070,saids,1
50069,saidon,1
50068,saidin,1
50067,saidhere,1
50066,saida,1
15060,crouthamel,1
50064,saichun,1
50061,sahni,1
50060,sahibabad,1
50058,saher,1
50057,sahel,1
50056,sahb,1
15068,crowley,1
15078,crsb,1
50049,sagm,1
50047,saginaw,1
50046,saghand,1
15087,crudebelt,1
15089,crue,1
50039,sagamore,1
50072,saidullayeva,1
50073,saidy,1
50075,saifur,1
15035,crosscourt,1
50103,sakfield,1
50102,saker,1
50100,sakaguchi,1
50099,sajid,1
15034,crosscountry,1
50097,saito,1
50096,saitama,1
50095,saison,1
50094,saisir,1
15039,crossett,1
15058,crouches,1
15043,crossharbours,1
15046,crossover,1
15047,crosspieces,1
15053,crossword,1
15054,crotch,1
15055,croton,1
50080,sailboard,1
15056,crouch,1
50077,saikal,1
14949,crissey,1
50179,salsa,1
14948,crisscrossing,1
14875,cremations,1
50292,sandglass,1
14820,crea,1
14821,creaked,1
50287,sandeep,1
50286,sandbox,1
50285,sandberg,1
50282,sandbagged,1
50280,sandalwood,1
14828,creamery,1
14831,creased,1
14832,creases,1
50273,sanctioning,1
14848,crede,1
14851,credi,1
14854,credibly,1
50268,sanchai,1
50267,sancetta,1
14861,creditworthiness,1
50265,sanandreas,1
50263,sanader,1
14869,cref,1
14819,cre8asite,1
14818,crdn,1
50296,sandia,1
50313,sandwiched,1
50328,sanitarium,1
14787,cratchit,1
50323,sanghavi,1
50322,sangha,1
14794,craves,1
14796,cravings,1
14801,crawlers,1
50315,sandwitch,1
14802,crawley,1
14803,crawlies,1
50299,sandis,1
14806,craws,1
14807,crawshaw,1
50308,sandstorms,1
50307,sandstone,1
14809,craybas,1
14813,craziest,1
50302,sandlots,1
50301,sandlot,1
14817,crc32,1
14871,creinig,1
50253,samson,1
50181,salted,1
50252,sams,1
50217,samaritans,1
50215,samari,1
50214,samaraweera,1
50213,samara,1
14899,crewmates,1
50211,samana,1
50210,samalam,1
50209,samajwadi,1
50207,salzenstein,1
14905,cribbed,1
14906,cricinfo,1
14909,cricket365,1
14916,crier,1
14923,criminalized,1
50195,salvadore,1
50194,salvadorans,1
14941,crisler,1
50187,saltzman,1
14944,crisply,1
14947,crisscrossed,1
50182,salter,1
14898,crewmate,1
50220,samarrai,1
50222,samawa,1
14890,cretaceous,1
14876,crematoriumon,1
14878,creme,1
50248,sampley,1
50246,sampler,1
50245,sampled,1
14880,creole,1
14881,crepe,1
14889,crests,1
50240,samore,1
14892,cretinous,1
14896,crewed,1
14893,creutzfeldt,1
50235,samll,1
50234,samko,1
50233,samir,1
50230,sameul,1
50229,samer,1
50227,samenow,1
50226,sameerdesai,1
50225,sameer,1
50036,safwan,1
50034,safran,1
50032,safma,1
15317,curiously,1
49847,rustler,1
49844,rustavi,1
15273,cumbria,1
49837,russiain,1
49835,russels,1
15277,cunha,1
49831,rusport,1
49830,ruskin,1
49828,rushinng,1
15282,cupboard,1
15285,cupchase,1
15288,cupid,1
49822,rushe,1
49821,rushdie,1
15292,cuppers,1
15294,cuptitle,1
49816,rus,1
49814,rur,1
49806,rupee,1
49805,rupe,1
15307,curdled,1
49850,rustrating,1
15267,culturing,1
49855,rutans,1
49872,ruzicka,1
49885,rwven,1
49884,rwerp,1
49882,rwb,1
15235,cul,1
15238,culinaryvegetableinstitute,1
49877,rvx,1
15243,culling,1
49874,rvl,1
15244,cullowhee,1
49871,ruzianda,1
15259,cultivated,1
49870,ruzhou,1
49867,rutty,1
49865,rutland,1
49864,ruths,1
49863,ruthlessness,1
15252,culpable,1
49860,ruthian,1
15257,cultish,1
49858,ruthenate,1
49802,runtimeproperties,1
15319,curley,1
15233,cukaricki,1
15321,curls,1
15381,customisation,1
49740,rui,1
49738,ruh,1
49737,ruggedness,1
49736,ruggedised,1
49734,rugg,1
15394,cuter,1
15395,cutesy,1
49731,rufnummern,1
15396,cuthbert,1
49726,ruffian,1
49725,rueters,1
15406,cutty,1
49721,rueng,1
49720,rueing,1
49719,ruefully,1
49718,rueful,1
49717,ruediger,1
15407,cuty,1
15409,cv,1
49713,rudzinski,1
15380,customisable,1
15376,customarily,1
15373,custodian,1
49781,rums,1
49797,runnin,1
49795,runnerup,1
15322,curlsup,1
15323,curly,1
15324,curran,1
15327,currencys,1
49788,rundell,1
49785,runabout,1
49784,runa,1
15334,curried,1
49754,rulemakers,1
15348,curtice,1
49775,rumorsthat,1
49771,rummaging,1
15354,curveballs,1
49767,rumblin,1
15358,cushing,1
15363,cusick,1
15366,cussed,1
15367,cusses,1
15234,cuko,1
15231,cuffs,1
15102,crumbler,1
49962,sackcloth,1
15148,cryptologists,1
49995,sadistic,1
49994,sadism,1
49993,sadiq,1
49992,sadi,1
15149,crypts,1
15151,crystalline,1
49989,saddles,1
49988,saddledome,1
15154,crytic,1
49986,saddlebrook,1
49984,saddest,1
15159,csd,1
49982,saddams,1
15162,cship,1
15164,csia,1
49970,sacrice,1
15172,cspn,1
49967,sacramen,1
15174,csrc,1
49965,sackings,1
15141,crvenkovski,1
50001,sadron,1
15139,cruzeiro,1
15116,crus,1
15105,crumbly,1
15106,crummey,1
15107,crummy,1
50027,safi,1
50026,safeways,1
15110,crumpton,1
50023,safetinspector,1
50022,safeties,1
15115,crunchtime,1
15122,crusafont,1
50003,saeb,1
15128,crushingly,1
15130,crustacean,1
50013,safeguarded,1
15131,crustaceans,1
15132,crusts,1
50010,safeand,1
50008,safdie,1
15134,crutch,1
50005,saefuddin,1
15177,cst,1
15179,cstv,1
15230,cuffed,1
49957,sacher,1
15218,cuddled,1
49916,s645,1
49915,s63,1
49914,s55,1
49913,s440,1
15221,cude,1
15222,cudgel,1
49908,s2300,1
49907,s100,1
49905,ryutaro,1
49903,rypien,1
15225,cueing,1
49901,ryne,1
49900,ryman,1
15226,cueiras,1
49896,ryding,1
49895,ryders,1
15228,cueto,1
49893,rydell,1
49892,rybak,1
49891,ryanggang,1
15217,cuddle,1
15216,cuckoo,1
15215,cuckolded,1
49942,sabha,1
49956,sacha,1
49955,sacco,1
15182,csxwt,1
49953,sabrosa,1
15186,cte,1
49950,sabouri,1
49948,saboteur,1
15192,ctr,1
15193,ctrl,1
49941,sabers,1
15213,cuc,1
15195,cts,1
49939,sabena,1
49938,sabeer,1
49937,sabean,1
15197,ctwu,1
15204,cubbies,1
15206,cubes,1
49932,sabana,1
49929,sabagh,1
14780,crary,1
14779,crapshoot,1
50334,sanjenjo,1
14388,correctons,1
50732,scheffler,1
14351,corollaries,1
50730,scheeres,1
50729,scheer,1
14352,coromandel,1
14354,coronado,1
50725,scheduler,1
14358,coronial,1
14360,corperate,1
14361,corperation,1
14365,corporatewide,1
50720,schear,1
14367,corporationin,1
14372,corpsman,1
50717,schare,1
14374,corradi,1
50714,schaffhausen,1
50713,schafer,1
14375,corrado,1
50710,schadler,1
50708,schade,1
14350,coroibos,1
50734,schelo,1
14349,cornwell,1
50758,schipper,1
50770,schlopy,1
50769,schlockmeister,1
50767,schlesinger,1
50766,schlepping,1
50765,schlep,1
50763,schl,1
14329,corneas,1
50761,schizas,1
50759,schirra,1
50757,schipol,1
50737,schemed,1
14339,cornerstones,1
50754,schily,1
14340,cornflakes,1
50747,scheuttler,1
50746,scheuber,1
14345,cornmeal,1
14346,cornrows,1
50741,schenectady,1
50740,schencker,1
14378,corrals,1
50700,sceond,1
50772,schlotthauer,1
14390,correia,1
14439,cosmetically,1
14442,cosmo,1
14443,cosmocom,1
14445,cosmologists,1
50643,scaneagle,1
14450,cosner,1
50640,scandanavia,1
14451,cosntables,1
50638,scandalous,1
14453,cossiga,1
14456,costabile,1
50632,scampering,1
14464,costline,1
50626,scambio,1
14472,cosy,1
14474,cotabato,1
14475,cotchery,1
14477,coterie,1
50620,scalped,1
14479,cotis,1
50618,scallops,1
14437,cosima,1
50652,scapegoat,1
14432,coryell,1
50678,scatters,1
14391,correlating,1
14393,correll,1
14395,correspondance,1
14396,corresponded,1
50689,scee,1
14401,corresponds,1
50684,scavengers,1
50683,scavenger,1
50679,scattershot,1
14407,corroborated,1
14423,cortlandt,1
14409,corrons,1
14411,corrosive,1
14412,corrugated,1
14415,corrupting,1
14419,cortege,1
50665,scarification,1
50664,scariest,1
50663,scarier,1
14422,cortland,1
50771,schlossberg,1
50773,schluenz,1
14482,cotroni,1
50848,schuster,1
50877,scituate,1
14233,coorey,1
14235,coote,1
50873,scintilla,1
50872,scintilating,1
14238,copan,1
14239,copc,1
14245,copernicus,1
50866,sciencenasa,1
14251,copilot,1
14253,copley,1
50863,schyder,1
50861,schwg,1
14254,coppage,1
14255,copped,1
50857,schwarzman,1
14258,coppers,1
14260,coppin,1
14264,copters,1
50851,schwarmkoff,1
50850,schwag,1
50878,sclc,1
14225,coopers,1
50881,scmn,1
50897,scones,1
14189,cookers,1
50908,scooters,1
14190,cookforfun,1
50906,scooted,1
50905,scoot,1
50902,scoopers,1
14197,cookware,1
50900,scoop6,1
14199,coolant,1
50896,scolnick,1
14215,coonskin,1
50895,scollapse,1
14205,cooley,1
14210,cooly,1
14211,coombs,1
50891,scold,1
50890,scola,1
50889,scoinfo,1
14213,cooney,1
14214,coons,1
14266,copybook,1
50847,schumpeter,1
50775,schmeichel,1
50843,schuman,1
50810,schoolkids,1
14297,cordons,1
14298,cordova,1
14300,cordula,1
50805,schoolfriends,1
14303,coreguard,1
50803,schooled,1
50801,schoolbus,1
14306,corera,1
14311,corina,1
14314,coriolis,1
14316,corke,1
14317,corked,1
50787,schoeneweis,1
50786,schoendienst,1
14320,corkscrewed,1
50783,schnellenberger,1
50780,schnabel,1
50779,schmoozefest,1
50778,schmitt,1
14323,corleone,1
14295,cordon,1
14293,cordis,1
14290,cordes,1
50827,schtick,1
50841,schumacherpowered,1
14269,copyighted,1
50839,schulz,1
14273,copyrightpirates,1
50836,schulman,1
14275,copywriter,1
50832,schuerthing,1
14277,cor,1
50830,schuerer,1
50826,schroeders,1
50814,schoolteachers,1
14281,corals,1
50824,schroders,1
14284,corbyn,1
14285,corcha,1
14286,corcoran,1
14288,corder,1
50818,schorr,1
50817,schoop,1
50815,schoolwork,1
14480,cotler,1
14485,cottagers,1
50335,sanjiu,1
50410,saretta,1
14673,cowdery,1
50437,sashes,1
14675,cowell,1
50435,sasebo,1
14676,cowen,1
50433,sasac,1
50432,sasabe,1
50431,sasa,1
14677,cowering,1
14679,coworker,1
50428,sarver,1
14680,coworkers,1
14685,coybean,1
50424,saroya,1
14687,coyness,1
50422,sarna,1
50421,sarmie,1
50420,sarmast,1
14688,coyote,1
50417,sark,1
50415,sari,1
14670,cowbirds,1
14669,cowbird,1
50441,sasken,1
50459,satelite,1
14639,covd,1
50467,sati,1
50466,sathyaraj,1
50465,sathyamangalam,1
50464,sathre,1
50463,sather,1
14649,coverings,1
50461,satellitebroadcasters,1
14650,coverity,1
50457,sate,1
14668,cowbells,1
50456,satco,1
50455,satchels,1
50454,satchel,1
50453,satcaster,1
50451,satar,1
14654,coverup,1
14657,covetous,1
14662,cowan,1
14666,cowards,1
50413,sargisan,1
50406,sardine,1
14635,cousy,1
14708,cpuc,1
14737,cradled,1
14738,cradling,1
14741,crafter,1
14745,craftsmen,1
14746,craftspeople,1
14748,cragg,1
14751,craiglockhart,1
50359,santonio,1
14755,cramer,1
50354,santillana,1
14761,crampons,1
50352,santayana,1
50351,santas,1
50350,santarpio,1
50349,santanders,1
14763,crams,1
14771,cranking,1
50343,sanos,1
50341,sanni,1
14775,crap,1
14776,crapflooding,1
14735,crackwon,1
50372,sapas,1
50373,saperstein,1
50392,saracens,1
50403,sarawak,1
50402,saratov,1
14710,cq,1
50400,sarathy,1
50399,saraswathi,1
50398,sarasour,1
14712,cra,1
14718,crackberry,1
14719,crackberrys,1
14721,crackdownon,1
50375,sapic,1
50390,sar,1
50389,saqqa,1
50388,saqlain,1
14725,crackerjack,1
50386,saprykin,1
50385,saproxy,1
50383,sapplans,1
14727,crackheads,1
14731,crackles,1
14636,couto,1
14633,cousinlarry,1
50609,scalding,1
14544,counterclaim,1
50575,saxophone,1
14519,counrties,1
50573,saxby,1
50571,sawyer,1
14521,counseled,1
50567,sawdaye,1
50566,sawbright,1
50565,sawa,1
14525,counsellors,1
50563,savvysofts,1
14526,counselor,1
14530,countback,1
14534,counteract,1
14535,counteracting,1
14537,counterattacked,1
50554,savory,1
50553,savors,1
14538,counterattacking,1
50549,savit,1
50548,saviours,1
50546,saviors,1
50578,sayeed,1
50579,sayers,1
14512,councillor,1
14500,coul,1
50605,scaglietti,1
50604,scads,1
50603,scabs,1
50602,scabbards,1
50601,sca,1
50600,sc420,1
14498,coughran,1
50598,sc1420,1
14499,coughs,1
14501,couldcomplicate,1
50582,sayre,1
14503,coulee,1
14504,couleur,1
50592,sbir,1
14505,couleurs,1
14506,coulibaly,1
14507,coultan,1
50587,sba,1
14510,counce,1
50583,sayreville,1
14542,counterblow,1
14545,counterclaims,1
14630,courvoiser,1
50540,saville,1
14593,coupe,1
14594,coupes,1
50502,saucy,1
50501,saucer,1
50500,saucepan,1
14600,coups,1
50497,satyendra,1
50495,satursday,1
14611,coursework,1
50490,saturdaywhen,1
14612,coursey,1
50487,saturdayit,1
50486,saturdayafter,1
50484,saturating,1
14615,court1,1
50482,satudray,1
50481,sattler,1
50480,sattar,1
14620,courthouses,1
50477,satmford,1
14621,courtiers,1
50505,sauer,1
14591,countys,1
50507,saugatuck,1
14568,counterstrike,1
14551,counterfeits,1
14553,counterintelligence,1
14554,counterintuitive,1
50536,savemartha,1
14555,countermeasure,1
14557,counternarcotics,1
14558,counteroffensive,1
14560,counterpane,1
14566,counterprotested,1
50522,sauvignon,1
14588,countrywomen,1
14569,countersued,1
50519,saut,1
14570,countersues,1
50517,saurs,1
50516,sauropterygians,1
14571,countersuit,1
14574,countervoices,1
14575,counterweight,1
14582,countrymate,1
47237,recapturing,1
47236,recaptures,1
18548,drugged,1
44009,planetlike,1
22202,findlaw,1
22208,fineness,1
44001,planeloads,1
43999,planckaert,1
22214,finex,1
43996,plams,1
43995,plame,1
43994,plaka,1
43993,plaintive,1
22217,fingering,1
22218,fingernail,1
22220,fingerprinted,1
22228,finicky,1
22229,fining,1
22232,finishedthird,1
22234,finishers,1
43980,plagiarized,1
22237,finister,1
43978,plagiarised,1
22239,finjans,1
43975,placido,1
44007,planetesimals,1
22197,fincl,1
22655,florentine,1
22194,fincher,1
44049,platformdespite,1
22128,filippos,1
22130,filler,1
44044,plated,1
44043,plateaus,1
22131,filleted,1
22135,fillion,1
44038,plasters,1
22141,filmaker,1
22149,filmson,1
22150,filmwork,1
44028,plantings,1
22159,finagling,1
44025,plantations,1
22162,finalisation,1
44020,planotexas,1
22170,finalization,1
22179,financegates,1
22181,financer,1
22185,financialnewspapers,1
44014,planks,1
43974,placidly,1
22243,finlandnokia,1
43971,placers,1
43969,placente,1
22282,firedtwo,1
43930,pivotmen,1
43929,pivotman,1
43928,pivoting,1
22289,firefoxfortunehunters,1
43925,pivar,1
43922,pitwall,1
43918,pittsburghs,1
22297,fireplaces,1
22304,firestorms,1
22308,firewood,1
22312,firingtear,1
22314,firma,1
22315,firmament,1
22320,firmness,1
22324,firstdirect,1
22325,firstgroup,1
43904,pithy,1
43903,pith,1
22328,firstism,1
22329,firstpoint,1
43935,pixars,1
22274,fireballer,1
43939,pixma,1
43956,placard,1
22244,finlands,1
22246,finmeccanica,1
22249,finnan,1
43965,placeman,1
43964,placekicking,1
22250,finnans,1
22253,finney,1
22254,finnie,1
22256,finnished,1
22259,finsbury,1
43940,pixmap,1
43954,pl,1
22261,finucanes,1
43952,pki,1
43951,pk2000,1
43947,pizzeria,1
22267,fioza,1
22268,fips140,1
22271,firearm,1
43941,pixmmap,1
22124,filipina,1
44051,plating,1
22121,filice,1
22019,fibrous,1
44164,plonk,1
44163,ploiesti,1
44160,plodded,1
44159,plod,1
21986,feustel,1
44155,plitt,1
44154,plinko,1
44152,pliego,1
44149,plextor,1
44148,plex,1
21996,fff,1
21998,fghanistan,1
44144,plesiosaur,1
21999,fgl,1
22000,fgs,1
22007,fiascos,1
22010,fiba,1
22015,fibreglass,1
22016,fibrespy,1
44133,plebiscite,1
44132,plebes,1
21985,feuestein,1
44166,plops,1
44167,plos,1
44188,plucking,1
44202,plumbed,1
44201,plumb,1
44200,plumage,1
21946,fertilization,1
44198,pluimer,1
21949,fertilizes,1
21954,ferzili,1
44192,pluggable,1
21960,festivals,1
21963,festooned,1
21984,feuerstein,1
44181,plowhorse,1
21974,fetid,1
44178,ploughing,1
21975,fetish,1
21976,fetisov,1
21977,fett,1
21978,fettig,1
21981,feuded,1
44170,plotline,1
44131,pleb,1
22025,fico,1
44053,platitudes,1
44124,pleasers,1
22092,figurines,1
22094,fih,1
44082,playgirl,1
44081,playfulness,1
22095,fii,1
22098,fijis,1
22100,fila,1
44075,playboys,1
22101,filamentary,1
44073,playbooks,1
22108,filename,1
44068,playa,1
44065,plavix,1
44063,plausibility,1
44062,plauged,1
22113,fileshare,1
44060,plattsburgh,1
22117,filiale,1
44057,platte,1
22120,filica,1
44054,plato,1
44085,playin,1
22090,figurent,1
22089,figurehead,1
22059,fiercesome,1
44123,pleaser,1
44122,pleasent,1
22028,fida,1
22033,fiddlers,1
22035,fide,1
22038,fidels,1
22053,fieldss,1
44108,plazos,1
22055,fiend,1
44100,playstaion2,1
22082,figital,1
44099,playstaion,1
22065,fifas,1
22069,fiftysomethings,1
22073,fighback,1
44094,playmates,1
44093,playmate,1
22078,fightfest,1
44091,playmakers,1
22080,fightings,1
43897,pitchforth,1
22331,firstscience,1
22332,firstvictory,1
22566,flexiwiki,1
43705,piedra,1
43704,piedmont,1
43702,piecing,1
43700,piecemeal,1
22529,flea,1
43697,piebalgs,1
22535,fleeced,1
43694,picturing,1
22544,fleischer,1
43689,pictochatting,1
43688,picthes,1
43687,pictbridge,1
22546,fleishman,1
43685,pico,1
22549,flemish,1
43683,picky,1
22554,fleshing,1
43679,pickoffs,1
22556,flevo,1
22559,flexcomputing,1
43674,pickett,1
22519,flavours,1
22518,flavoured,1
43711,pierolapithecus,1
22498,flatt,1
43744,pilger,1
43743,pilfered,1
22488,flasks,1
22492,flatline,1
22494,flatness,1
22495,flatow,1
43736,pilanesberg,1
22497,flatshare,1
43733,pigtails,1
43730,pigopolists,1
43713,piers,1
43728,piggybank,1
43726,piggyback,1
22506,flattest,1
22508,flatulent,1
22509,flatwater,1
43720,pif,1
43719,piety,1
43718,pietrus,1
22510,flaunted,1
43673,pickets,1
22568,flextime,1
22484,flashofdm,1
43669,pickering,1
43628,phpmyadmin,1
22605,flippers,1
43626,photosynthesise,1
43622,photosmart,1
43621,photoshopped,1
22613,flit,1
43618,photopod,1
43615,photomontage,1
43614,photometry,1
22614,flits,1
22622,flockhart,1
22626,flogger,1
22628,flogs,1
22632,floodgate,1
43602,photograher,1
43600,photocopying,1
43599,photocopy,1
22636,floodlit,1
22638,floodwater,1
22644,floorwhether,1
22651,flora,1
43629,phpwiki,1
22604,flippered,1
22602,flipkens,1
22584,flightand,1
22572,flicked,1
